Fat,Protein,Carbs,Calories
1.0,12.0,0.0,60.6940998357009
2.0,83.0,0.0,356.67289993039697
8.0,17.0,4.0,157.7662180485684
1.0,4.0,10.0,66.50855633982991
11.0,16.0,0.0,164.84315412458142
16.0,31.0,0.0,269.500268105502
3.0,28.0,0.0,143.00508914843854
3.0,19.0,3.0,118.05365124423338
2.0,7.0,6.0,72.17079054384419
1.0,2.0,7.0,46.967036151628655
14.0,19.0,0.0,203.36853628091208
24.0,16.0,0.0,279.20388996553396
3.0,21.0,4.0,129.96057713634974
100.0,0.0,0.0,883.0573156985121
6.0,19.0,0.0,132.99269884032586
4.0,19.0,0.0,115.39873948017929
61.0,3.0,8.0,582.6479284761048
2.0,6.0,21.0,125.38543339244404
5.0,10.0,75.0,374.08967591510407
5.0,11.0,77.0,385.769084583226
6.0,10.0,73.0,375.2520612990925
0.0,1.0,6.0,30.30794495147599
1.0,7.0,50.0,231.3348853776389
4.0,9.0,8.0,105.48897294414951
2.0,7.0,9.0,83.62268198797155
4.0,9.0,7.0,101.67167579610708
7.0,22.0,0.0,153.92412163650997
4.0,21.0,0.0,123.4883682242532
12.0,20.0,0.0,189.81939129280246
0.0,1.0,10.0,45.5771335436458
4.0,59.0,0.0,277.19131436165696
3.0,23.0,0.0,122.7810172882538
25.0,35.0,0.0,364.85234271430915
13.0,62.0,0.0,368.4985745984272
10.0,24.0,0.0,188.4046894208037
14.0,62.0,0.0,377.2955542785005
3.0,29.0,0.0,147.04990352047545
2.0,20.0,0.0,101.84959449206968
3.0,31.0,0.0,155.1395322645493
1.0,3.0,34.0,154.07887352081184
8.0,77.0,0.0,385.18589177861503
8.0,21.0,0.0,158.67628694454632
3.0,7.0,9.0,92.41966166804481
11.0,16.0,11.0,206.8334227530484
