Fat,Protein,Carbs,Calories
57.0,25.0,12.0,651.7151145327941
46.0,15.0,33.0,594.6634344405103
48.0,17.0,30.0,608.8951311006033
1.0,4.0,52.0,226.8350365576129
2.0,2.0,46.0,204.63860460535759
1.0,2.0,44.0,188.20703062919944
4.0,6.0,77.0,356.74803304296796
28.0,3.0,52.0,460.30867354755446
32.0,3.0,41.0,453.50632363938064
47.0,5.0,44.0,605.0025390286811
35.0,4.0,7.0,354.153974018194
61.0,15.0,17.0,665.5413752729302
61.0,14.0,17.0,661.4965609008932
62.0,15.0,18.0,678.1556521010458
2.0,4.0,38.0,182.18985616509187
54.0,20.0,22.0,643.2730751128141
48.0,23.0,23.0,606.4429372965278
54.0,20.0,21.0,639.4557779647716
56.0,16.0,22.0,644.6877769848129
75.0,9.0,13.0,749.1610159695645
80.0,11.0,4.0,766.8798687816228
68.0,14.0,13.0,707.8062300692363
61.0,12.0,19.0,661.0415264529042
36.0,8.0,48.0,535.6393942561556
61.0,14.0,18.0,665.3138580489358
3.0,6.0,40.0,206.71105888532398
36.0,33.0,22.0,537.5100277079754
4.0,25.0,0.0,139.6676257124009
22.0,19.0,0.0,273.7443737214983
4.0,12.0,0.0,87.08503887592073
27.0,17.0,0.0,309.6396433777908
8.0,33.0,0.0,207.2140594089896
15.0,27.0,0.0,244.52403093728088
5.0,21.0,0.0,132.28534790432647
2.0,31.0,3.0,157.7944440286034
13.0,27.0,0.0,226.93007157713436
27.0,14.0,2.0,305.1397945577649
4.0,20.0,2.0,127.07814814830117
11.0,19.0,1.0,180.7948943887347
12.0,28.0,0.0,222.177906269098
7.0,30.0,0.0,186.28263661280548
20.0,27.0,0.0,288.50892933764726
10.0,30.0,0.0,212.6735756530253
8.0,33.0,0.0,207.2140594089896
18.0,29.0,0.0,279.0045987215746
8.0,33.0,0.0,207.2140594089896
6.0,33.0,0.0,189.62010004884303
24.0,27.0,0.0,323.6968480579404
21.0,26.0,0.0,293.2610946456836
30.0,23.0,0.0,360.2994686502323
26.0,23.0,0.0,325.1115499299392
13.0,28.0,0.0,230.9748859491713
15.0,28.0,0.0,248.56884530931785
8.0,29.0,0.0,191.03480192084183
12.0,28.0,0.0,222.177906269098
9.0,28.0,0.0,195.78696722887813
9.0,34.0,0.0,220.05585346109982
6.0,28.0,0.0,169.3960281886583
8.0,34.0,0.0,211.25887378102647
6.0,28.0,0.0,169.3960281886583
9.0,33.0,0.0,216.01103908906288
8.0,27.0,0.0,182.94517317676792
4.0,29.0,0.0,155.84688320054872
4.0,30.0,0.0,159.89169757258566
4.0,30.0,0.0,159.89169757258566
3.0,30.0,0.0,151.0947178925124
6.0,28.0,0.0,169.3960281886583
4.0,27.0,0.0,147.7572544564748
6.0,36.0,0.0,201.75454316495384
7.0,36.0,0.0,210.55152284502716
8.0,31.0,0.0,199.1244306649157
8.0,31.0,0.0,199.1244306649157
9.0,30.0,0.0,203.87659597295203
7.0,31.0,0.0,190.32745098484241
1.0,0.0,92.0,363.34766499116336
0.0,1.0,64.0,251.71117953793828
0.0,0.0,70.0,270.57014805415605
2.0,8.0,83.0,370.14748531515005
35.0,7.0,53.0,541.8840859442577
35.0,7.0,53.0,541.8840859442577
4.0,9.0,79.0,376.51707045516366
4.0,9.0,79.0,376.51707045516366
4.0,8.0,82.0,383.9241475272542
37.0,11.0,47.0,552.7535199042974
29.0,14.0,45.0,486.87753128373686
32.0,14.0,45.0,513.2684703239569
18.0,10.0,68.0,461.7293317197596
24.0,17.0,50.0,474.1135617396936
10.0,2.0,74.0,381.8987621911325
0.0,4.0,30.0,134.0575196206057
6.0,5.0,26.0,175.61502348091247
2.0,3.0,31.0,151.42396175675776
4.0,5.0,26.0,158.0210641207659
7.0,5.0,28.0,192.0465974570707
6.0,4.0,22.0,156.30102051670568
4.0,4.0,45.0,226.50489556153562
6.0,4.0,43.0,236.46426062559726
13.0,5.0,26.0,237.19388124142543
6.0,4.0,25.0,167.7529119608331
23.0,9.0,64.0,486.4002271559192
37.0,10.0,50.0,560.1605969763876
13.0,3.0,22.0,213.83506390518173
0.0,0.0,97.0,373.63717105130235
0.0,0.0,100.0,385.0890624954297
0.0,0.0,100.0,385.0890624954297
0.0,2.0,85.0,335.91923401886675
29.0,6.0,63.0,523.2303649722056
2.0,3.0,14.0,86.52991024003607
15.0,5.0,73.0,434.20080655956735
25.0,13.0,53.0,385.0890624954297
0.0,0.0,67.0,478.18317537574654
7.0,14.0,65.0,259.1182566100287
2.0,4.0,19.0,369.68992128297384
0.0,0.0,88.0,109.66121035228524
3.0,12.0,75.0,339.28149671892015
1.0,3.0,20.0,364.58534529903136
3.0,13.0,71.0,100.6367134482175
1.0,12.0,76.0,353.3609710788986
13.0,9.0,20.0,350.8086830869273
15.0,17.0,28.0,230.46935584131847
13.0,13.0,25.0,310.96020736210016
12.0,13.0,25.0,265.7350990696785
12.0,17.0,32.0,256.93811938960516
10.0,13.0,30.0,299.83845691405014
10.0,15.0,22.0,258.4306457696709
10.0,11.0,20.0,235.98189732940517
25.0,4.0,44.0,212.16804554517253
15.0,3.0,41.0,407.424171695032
3.0,2.0,15.0,303.95766907813487
9.0,3.0,19.0,95.09937269611484
9.0,14.0,27.0,167.19525374076125
8.0,12.0,29.0,242.22658901750725
8.0,12.0,29.0,232.974574889445
10.0,10.0,27.0,232.974574889445
2.0,11.0,23.0,234.84431120943282
2.0,9.0,22.0,153.24409954871362
3.0,9.0,23.0,141.33717365659732
8.0,10.0,26.0,153.95145048471306
8.0,10.0,26.0,213.43305470124372
12.0,16.0,22.0,213.43305470124372
2.0,9.0,22.0,257.62067106158867
3.0,9.0,23.0,141.33717365659732
3.0,12.0,20.0,153.95145048471306
9.0,12.0,33.0,154.63400215669648
14.0,11.0,25.0,257.04074316168806
12.0,13.0,29.0,266.4424500056779
10.0,13.0,30.0,272.207307981775
20.0,16.0,15.0,258.4306457696709
14.0,15.0,20.0,301.27542846587767
15.0,12.0,20.0,263.53522175361337
15.0,3.0,43.0,260.1977583175759
11.0,13.0,17.0,311.59226337421984
8.0,14.0,22.0,217.6027625251923
5.0,15.0,19.0,214.34312359722168
23.0,16.0,14.0,180.54510748491143
14.0,4.0,40.0,323.8490703580551
13.0,11.0,19.0,295.38820662205615
15.0,11.0,17.0,234.7416874373499
16.0,14.0,14.0,244.7010525014116
17.0,14.0,14.0,254.18058385346833
15.0,18.0,20.0,262.9775635335416
6.0,13.0,20.0,284.46664454979754
12.0,12.0,17.0,185.06975556895333
6.0,7.0,31.0,222.3549278332286
7.0,7.0,23.0,202.79113796519863
9.0,7.0,15.0,181.0497404609323
22.0,18.0,21.0,168.1053226367392
28.0,14.0,19.0,349.86279945835287
5.0,27.0,0.0,378.83082575455984
8.0,26.0,0.0,156.5542341365481
9.0,23.0,0.0,178.90035880473098
10.0,22.0,0.0,175.56289536869346
12.0,29.0,3.0,180.31506067672981
13.0,22.0,6.0,237.6746120852623
14.0,22.0,5.0,229.6097826052044
22.0,17.0,10.0,234.58946513723515
23.0,21.0,12.0,303.8277164578489
5.0,29.0,0.0,336.4385479221549
7.0,27.0,0.0,164.643862880622
21.0,19.0,11.0,174.14819349669463
22.0,20.0,14.0,306.937662669892
8.0,17.0,20.0,331.23134816612964
12.0,15.0,23.0,218.84297241724758
10.0,29.0,2.0,257.3931538375942
29.0,14.0,20.0,216.26335557707333
12.0,24.0,6.0,391.44510258267564
17.0,21.0,8.0,228.902431669205
10.0,13.0,26.0,268.38748124954543
12.0,14.0,29.0,243.16145717750112
10.0,12.0,31.0,276.252122353812
13.0,13.0,29.0,258.20312854567646
18.0,14.0,29.0,281.0042876618483
10.0,9.0,20.0,329.03400043425165
6.0,13.0,20.0,204.07841680109863
15.0,15.0,24.0,185.06975556895333
11.0,11.0,32.0,287.6013900258565
12.0,11.0,31.0,266.77259100175525
17.0,14.0,29.0,271.7522735337861
14.0,12.0,29.0,320.2370207541784
14.0,12.0,26.0,285.75645296988466
25.0,4.0,44.0,274.3045615257573
16.0,14.0,18.0,407.424171695032
12.0,12.0,30.0,269.44977244563813
12.0,12.0,30.0,271.97979075778056
0.0,1.0,15.0,271.97979075778056
15.0,12.0,31.0,64.66361928385805
15.0,11.0,23.0,302.18802694604284
10.0,14.0,18.0,267.60483538966633
9.0,15.0,28.0,216.66789436519844
9.0,13.0,31.0,250.08870053758662
10.0,14.0,28.0,253.45096323764008
8.0,13.0,32.0,254.84086584562297
11.0,19.0,0.0,248.47128070560927
17.0,19.0,15.0,176.97759724069226
15.0,11.0,23.0,287.01893254176866
10.0,14.0,18.0,267.60483538966633
16.0,11.0,23.0,216.66789436519844
13.0,12.0,44.0,276.4018150697396
13.0,12.0,44.0,334.21893051044816
11.0,16.0,21.0,334.21893051044816
10.0,15.0,22.0,245.00639423347286
8.0,13.0,31.0,235.98189732940517
9.0,13.0,31.0,244.65398355756685
14.0,18.0,13.0,253.45096323764008
13.0,16.0,23.0,248.94858483342705
10.0,20.0,0.0,270.2349478897044
12.0,31.0,0.0,172.2254319326559
10.0,32.0,0.0,234.31234938520882
11.0,31.0,0.0,220.7632043970992
8.0,21.0,0.0,225.51536970513558
11.0,28.0,0.0,158.67628694454632
8.0,21.0,0.0,213.38092658902474
6.0,21.0,0.0,158.67628694454632
8.0,21.0,0.0,141.08232758439976
5.0,33.0,0.0,158.67628694454632
6.0,33.0,0.0,180.82312036876976
5.0,21.0,0.0,189.62010004884303
4.0,21.0,0.0,132.28534790432647
4.0,22.0,0.0,123.4883682242532
5.0,22.0,0.0,127.53318259629013
11.0,31.0,0.0,136.3301622763634
10.0,32.0,0.0,225.51536970513558
13.0,19.0,0.0,220.7632043970992
14.0,19.0,0.0,194.57155660083882
12.0,19.0,0.0,203.36853628091208
14.0,26.0,0.0,185.77457692076558
11.0,19.0,0.0,231.68223688517062
5.0,21.0,0.0,176.97759724069226
4.0,22.0,0.0,132.28534790432647
15.0,25.0,0.0,127.53318259629013
10.0,32.0,0.0,236.434402193207
11.0,32.0,0.0,220.7632043970992
9.0,32.0,0.0,229.56018407717252
5.0,21.0,0.0,211.9662247170259
20.0,26.0,0.0,132.28534790432647
18.0,17.0,0.0,284.4641149656104
19.0,17.0,0.0,230.46682625713126
17.0,18.0,0.0,239.26380593720458
22.0,27.0,0.0,225.71466094909496
19.0,28.0,0.0,306.1028886977938
14.0,19.0,0.0,283.75676402961096
15.0,19.0,0.0,203.36853628091208
13.0,19.0,0.0,212.16551596098537
17.0,19.0,0.0,194.57155660083882
16.0,19.0,0.0,229.7594753211319
14.0,27.0,0.0,220.9624956410586
12.0,27.0,0.0,235.7270512572076
8.0,22.0,0.0,218.13309189706104
8.0,22.0,0.0,162.72110131658326
8.0,22.0,0.0,162.72110131658326
6.0,23.0,0.0,162.72110131658326
13.0,28.0,0.0,149.1719563284736
31.0,26.0,2.0,230.9748859491713
30.0,24.0,1.0,388.8654857425012
22.0,22.0,2.0,368.16158017031165
25.0,22.0,2.0,293.5134111336941
16.0,24.0,3.0,319.9043501739139
25.0,36.0,3.0,252.63845894537076
28.0,24.0,1.0,380.34904853047345
27.0,26.0,2.0,350.5676208101651
10.0,8.0,7.0,353.67756702220817
26.0,24.0,2.0,150.4087395045098
31.0,18.0,5.0,336.79095859806097
31.0,22.0,2.0,367.95886221033317
25.0,25.0,2.0,372.68622825435364
24.0,20.0,8.0,332.03879329002467
19.0,3.0,4.0,325.92152463802137
31.0,2.0,3.0,197.90559332085726
36.0,3.0,3.0,295.6072379616572
22.0,3.0,12.0,343.6369507340605
3.0,3.0,5.0,254.83490954541668
3.0,3.0,5.0,60.97121558772725
0.0,21.0,11.0,60.97121558772725
2.0,7.0,12.0,130.29071813242706
40.0,5.0,53.0,95.0745734320989
13.0,4.0,17.0,577.7793556005503
22.0,1.0,16.0,198.7933925370064
25.0,1.0,23.0,262.0144693935126
20.0,2.0,7.0,315.12648847002964
2.0,3.0,5.0,214.1096500730209
2.0,4.0,5.0,52.17423590765397
1.0,3.0,5.0,56.219050279690904
1.0,3.0,5.0,43.3772562275807
1.0,3.0,5.0,43.3772562275807
3.0,3.0,4.0,43.3772562275807
27.0,26.0,38.0,57.1539184396848
1.0,36.0,52.0,491.10026435173654
0.0,8.0,11.0,356.269096462795
3.0,3.0,10.0,77.70813129594683
2.0,3.0,12.0,80.05770132793953
1.0,3.0,10.0,78.89531594395116
7.0,6.0,5.0,62.463741967792956
3.0,3.0,21.0,108.2935774241312
3.0,4.0,18.0,122.04796995640648
0.0,1.0,5.0,114.64089288431609
2.0,5.0,7.0,26.490647803433532
0.0,6.0,8.0,67.89845894781276
1.0,5.0,14.0,58.1666111077456
1.0,4.0,19.0,85.82255930403663
1.0,4.0,32.0,100.864230672212
2.0,8.0,11.0,150.48909359676387
3.0,4.0,12.0,95.30209065609337
10.0,11.0,1.0,91.73710999606136
0.0,10.0,4.0,139.63939973236592
0.0,84.0,5.0,59.07668000372354
9.0,13.0,11.0,362.2102406824996
0.0,28.0,3.0,177.10502027679104
30.0,20.0,4.0,128.066041552346
34.0,24.0,2.0,363.4342141262913
20.0,24.0,8.0,407.16679603864725
0.0,8.0,12.0,306.9128634058761
0.0,9.0,10.0,81.52542844398927
2.0,10.0,4.0,77.93564851994131
1.0,4.0,5.0,76.6706393638701
3.0,7.0,12.0,47.42207059961763
0.0,3.0,17.0,103.87155311217221
3.0,9.0,10.0,80.38784232401684
3.0,8.0,21.0,104.32658756016116
2.0,7.0,12.0,142.27204181659118
1.0,3.0,8.0,95.0745734320989
9.0,5.0,40.0,54.82914767170806
2.0,8.0,10.0,255.44812259372668
0.0,7.0,12.0,91.48479350805094
0.0,7.0,13.0,77.48061407195235
0.0,7.0,12.0,81.29791121999479
0.0,8.0,15.0,77.48061407195235
8.0,8.0,75.0,92.97731988811664
15.0,20.0,50.0,392.3909862112501
7.0,11.0,68.0,407.07518773514505
25.0,18.0,41.0,369.0073696109904
5.0,22.0,52.0,452.5996814594218
18.0,12.0,55.0,334.829613974571
22.0,18.0,44.0,420.1940975392815
14.0,14.0,56.0,437.66063386332934
15.0,16.0,55.0,396.91310471110484
4.0,9.0,72.0,409.9824159872095
32.0,7.0,51.0,349.7959904188665
7.0,13.0,61.0,507.8585526079529
36.0,26.0,28.0,350.37591831876716
5.0,27.0,51.0,532.1001099919715
3.0,10.0,64.0,351.23638868671316
17.0,12.0,57.0,314.5054479264905
2.0,10.0,69.0,419.0317121552932
6.0,11.0,65.0,324.79495398662965
13.0,11.0,61.0,348.7584984867898
6.0,7.0,69.0,395.0681676551329
7.0,23.0,50.0,347.84842959081186
7.0,9.0,64.0,348.8337934106696
0.0,3.0,8.0,345.6485522747468
1.0,4.0,10.0,46.03216799163477
1.0,3.0,6.0,66.50855633982991
0.0,0.0,17.0,47.19455337562314
0.0,0.0,12.0,68.25339920790603
0.0,0.0,20.0,49.166913467693774
0.0,0.0,21.0,79.70529065203341
0.0,1.0,19.0,83.52258780007584
0.0,0.0,12.0,79.93280787602788
0.0,0.0,12.0,49.166913467693774
0.0,0.0,14.0,49.166913467693774
0.0,0.0,14.0,56.801507763778666
0.0,0.0,16.0,56.801507763778666
0.0,0.0,15.0,64.43610205986357
0.0,0.0,18.0,60.618804911821115
0.0,0.0,18.0,72.07069635594848
0.0,0.0,11.0,72.07069635594848
0.0,1.0,19.0,45.34961631965131
0.0,0.0,16.0,79.93280787602788
0.0,0.0,17.0,64.43610205986357
0.0,0.0,12.0,68.25339920790603
0.0,0.0,12.0,49.166913467693774
0.0,1.0,11.0,49.166913467693774
0.0,1.0,12.0,49.39443069168825
0.0,1.0,12.0,53.21172783973071
7.0,7.0,78.0,53.21172783973071
5.0,11.0,77.0,391.0010836032672
1.0,1.0,18.0,385.769084583226
1.0,1.0,19.0,84.9124904080587
7.0,14.0,69.0,88.72978755610114
2.0,7.0,83.0,384.95910987514367
0.0,1.0,17.0,366.1026709431131
2.0,2.0,7.0,72.29821357994297
20.0,8.0,67.0,55.76401583170194
7.0,25.0,58.0,467.41636518778984
4.0,9.0,80.0,387.4617993390831
13.0,12.0,67.0,380.3343676032062
0.0,0.0,20.0,422.01676491542463
0.0,0.0,19.0,79.70529065203341
0.0,0.0,19.0,75.88799350399094
0.0,0.0,18.0,75.88799350399094
0.0,0.0,17.0,72.07069635594848
0.0,0.0,16.0,68.25339920790603
0.0,1.0,20.0,64.43610205986357
0.0,0.0,16.0,83.75010502407034
0.0,0.0,13.0,64.43610205986357
0.0,0.0,11.0,52.98421061573622
4.0,2.0,8.0,45.34961631965131
4.0,3.0,13.0,77.17527233989094
28.0,14.0,52.0,100.30657245214016
1.0,1.0,7.0,504.80163163996076
3.0,3.0,13.0,42.922221779591716
7.0,3.0,15.0,91.50959277206688
27.0,13.0,53.0,134.3321057884449
4.0,2.0,7.0,495.77713473589307
3.0,1.0,8.0,73.35797519184848
3.0,2.0,7.0,64.33347828778071
3.0,1.0,7.0,64.56099551177522
3.0,1.0,8.0,60.51618113973827
0.0,1.0,26.0,64.33347828778071
0.0,1.0,21.0,106.65388791232503
7.0,7.0,80.0,87.56740217211279
1.0,13.0,83.0,398.6356778993521
33.0,1.0,9.0,381.5745774952615
0.0,0.0,16.0,332.06016583802153
3.0,0.0,16.0,64.43610205986357
26.0,1.0,32.0,90.82704110008343
45.0,3.0,9.0,358.279142482485
4.0,1.0,28.0,445.7135507429748
11.0,1.0,24.0,149.4764009287031
75.0,1.0,1.0,195.7860700970462
79.0,1.0,3.0,670.9949352167597
100.0,0.0,0.0,713.8174482331376
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
81.0,1.0,1.0,883.0573156985121
21.0,0.0,12.0,723.7768132971993
45.0,1.0,16.0,233.9034867492326
13.0,1.0,29.0,464.34500203519804
28.0,0.0,10.0,232.46651519740502
6.0,0.0,5.0,287.8477502136607
100.0,0.0,0.0,75.22771151183626
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
100.0,0.0,0.0,883.0573156985121
10.0,1.0,28.0,883.0573156985121
39.0,0.0,6.0,202.25827900914277
11.0,0.0,17.0,369.3453381022969
34.0,2.0,9.0,165.0201756887121
60.0,0.0,1.0,344.9019598901317
59.0,1.0,0.0,534.9954256436235
81.0,0.0,1.0,526.4259631875447
60.0,0.0,1.0,719.7319989251622
100.0,0.0,0.0,534.9954256436235
41.0,1.0,23.0,883.0573156985121
33.0,1.0,24.0,455.8781633512021
0.0,1.0,31.0,389.31962305865835
1.0,1.0,38.0,125.74037365253731
15.0,18.0,0.0,161.25843336890782
18.0,23.0,9.0,208.12070158894844
15.0,29.0,3.0,289.09138682173506
13.0,27.0,0.0,264.06555112548216
13.0,25.0,0.0,226.93007157713436
3.0,21.0,0.0,218.84044283306045
9.0,31.0,2.0,114.69138854417992
7.0,29.0,0.0,215.5560046410739
41.0,20.0,0.0,182.23782224076854
33.0,15.0,0.0,444.93180201492754
4.0,18.0,2.0,354.33189271415665
13.0,33.0,4.0,118.98851940422728
8.0,26.0,0.0,266.4681464015258
5.0,17.0,1.0,178.90035880473098
7.0,24.0,1.0,119.92338756422116
11.0,20.0,0.0,165.8310475286263
19.0,22.0,9.0,181.0224116127292
17.0,27.0,4.0,293.8435521297714
16.0,26.0,0.0,277.38717888959724
15.0,24.0,0.0,249.27619624531727
4.0,20.0,0.0,232.3895878211701
12.0,29.0,3.0,119.44355385221624
10.0,27.0,0.0,237.6746120852623
9.0,26.0,0.0,200.53913253691448
21.0,26.0,0.0,187.69733848480428
18.0,22.0,0.0,293.2610946456836
6.0,20.0,0.0,250.690898117316
15.0,30.0,6.0,137.0375132123628
8.0,30.0,0.0,279.56225694164647
7.0,27.0,0.0,195.0796162928788
3.0,23.0,0.0,174.14819349669463
5.0,33.0,1.0,122.7810172882538
8.0,18.0,0.0,184.64041751681225
5.0,22.0,0.0,146.54184382843547
6.0,22.0,0.0,136.3301622763634
39.0,24.0,1.0,145.1271419564367
5.0,18.0,0.0,447.3343972909712
7.0,26.0,0.0,120.15090478821564
3.0,19.0,0.0,170.10337912465772
6.0,17.0,0.0,106.60175980010601
7.0,22.0,0.0,124.90307009625198
7.0,22.0,0.0,153.92412163650997
6.0,30.0,0.0,153.92412163650997
3.0,21.0,0.0,177.4856569327322
6.0,28.0,0.0,114.69138854417992
14.0,27.0,0.0,169.3960281886583
7.0,22.0,0.0,235.7270512572076
12.0,27.0,0.0,153.92412163650997
6.0,28.0,0.0,218.13309189706104
3.0,21.0,0.0,169.3960281886583
6.0,28.0,0.0,114.69138854417992
1.0,24.0,0.0,169.3960281886583
8.0,22.0,0.0,109.23187230014419
44.0,11.0,5.0,162.72110131658326
7.0,24.0,1.0,454.0058974470272
6.0,19.0,1.0,165.8310475286263
17.0,14.0,17.0,136.8099959883683
25.0,11.0,0.0,274.4294549776689
15.0,14.0,0.0,267.7767977854226
20.0,15.0,0.0,191.9414441008007
18.0,22.0,0.0,239.971156873204
3.0,20.0,0.0,250.690898117316
4.0,23.0,0.0,110.64657417214295
8.0,25.0,1.0,131.57799696832706
13.0,20.0,3.0,178.6728415807365
11.0,27.0,0.0,210.06826241700318
6.0,29.0,0.0,209.33611221698777
7.0,28.0,0.0,173.44084256069527
15.0,22.0,3.0,178.19300786873163
8.0,17.0,0.0,235.75185052122362
11.0,23.0,0.0,142.49702945639854
11.0,24.0,0.0,193.15685472884
15.0,19.0,0.0,197.20166910087696
11.0,24.0,0.0,212.16551596098537
10.0,28.0,0.0,197.20166910087696
19.0,23.0,0.0,204.58394690895145
8.0,27.0,0.0,263.53269216942624
19.0,20.0,0.0,182.94517317676792
8.0,26.0,0.0,251.39824905331542
11.0,26.0,0.0,178.90035880473098
15.0,23.0,0.0,205.29129784495083
6.0,26.0,0.0,228.34477344913316
4.0,19.0,0.0,161.30639944458446
7.0,21.0,0.0,115.39873948017929
6.0,26.0,0.0,149.87930726447303
14.0,20.0,0.0,161.30639944458446
13.0,29.0,0.0,207.41335065294902
7.0,20.0,0.0,235.01970032120826
9.0,28.0,0.0,145.83449289243606
1.0,24.0,0.0,195.78696722887813
10.0,24.0,0.0,109.23187230014419
15.0,17.0,0.0,188.4046894208037
11.0,26.0,0.0,204.0758872169115
3.0,32.0,0.0,205.29129784495083
1.0,5.0,15.0,159.1843466365863
4.0,6.0,17.0,89.63985645207909
5.0,8.0,17.0,127.7102041604208
4.0,5.0,11.0,144.59681258456794
3.0,5.0,7.0,100.76160690012912
6.0,2.0,7.0,76.69543862788603
1.0,2.0,7.0,90.95193455199505
1.0,3.0,4.0,46.967036151628655
2.0,3.0,7.0,39.55995907953824
3.0,5.0,19.0,59.80883020373888
1.0,3.0,8.0,122.50300440439548
2.0,2.0,10.0,54.82914767170806
2.0,3.0,9.0,67.2159072758293
2.0,2.0,10.0,67.44342449982378
5.0,1.0,7.0,67.2159072758293
3.0,3.0,7.0,78.11014049988485
3.0,8.0,21.0,68.60580988381216
2.0,2.0,13.0,142.27204181659118
4.0,2.0,7.0,78.66779871995665
3.0,4.0,17.0,73.35797519184848
2.0,2.0,10.0,110.82359573627363
1.0,4.0,10.0,67.2159072758293
2.0,4.0,8.0,66.50855633982991
2.0,2.0,11.0,67.67094172381827
0.0,7.0,65.0,71.03320442387175
24.0,8.0,52.0,279.7973629182024
0.0,6.0,16.0,445.34482668744613
0.0,1.0,3.0,88.70498829208523
10.0,9.0,47.0,18.856053507348626
3.0,1.0,5.0,307.14543979824487
4.0,10.0,65.0,52.881586843653366
3.0,9.0,68.0,327.1197247546063
9.0,9.0,64.0,325.7298221466234
18.0,13.0,5.0,363.24251163489333
2.0,5.0,5.0,233.37405450919587
0.0,1.0,7.0,60.26386465172785
18.0,10.0,60.0,34.125242099518445
5.0,2.0,8.0,431.19095453541985
0.0,1.0,0.0,85.97225201996422
0.0,0.0,1.0,7.404162063221266
1.0,3.0,11.0,7.176644839226777
1.0,2.0,10.0,66.28103911583541
1.0,1.0,7.0,58.418927595756024
1.0,1.0,8.0,42.922221779591716
50.0,7.0,5.0,46.73951892763417
1.0,2.0,19.0,490.60851803931916
1.0,2.0,23.0,92.77460192813808
1.0,2.0,16.0,108.04379052030792
1.0,6.0,3.0,81.32271048401074
1.0,3.0,6.0,47.87710504760661
13.0,7.0,7.0,47.19455337562314
2.0,1.0,7.0,172.7548641726927
9.0,20.0,0.0,51.719201459664994
6.0,21.0,0.0,163.42845225258262
7.0,21.0,0.0,141.08232758439976
11.0,28.0,0.0,149.87930726447303
10.0,28.0,0.0,213.38092658902474
8.0,31.0,0.0,204.58394690895145
7.0,32.0,0.0,199.1244306649157
8.0,31.0,0.0,194.37226535687938
7.0,34.0,0.0,199.1244306649157
4.0,21.0,0.0,202.4618941009533
7.0,32.0,0.0,123.4883682242532
6.0,32.0,0.0,194.37226535687938
7.0,32.0,0.0,185.57528567680612
4.0,22.0,0.0,194.37226535687938
10.0,31.0,0.0,127.53318259629013
20.0,27.0,0.0,216.71839002506226
11.0,28.0,0.0,288.50892933764726
15.0,27.0,0.0,213.38092658902474
14.0,26.0,0.0,244.52403093728088
12.0,26.0,0.0,231.68223688517062
12.0,19.0,0.0,214.0882775250241
12.0,19.0,1.0,185.77457692076558
16.0,24.0,0.0,189.59187406880798
14.0,25.0,0.0,241.18656750124336
18.0,28.0,0.0,227.63742251313374
19.0,28.0,0.0,274.9597843495377
16.0,29.0,0.0,283.75676402961096
5.0,21.0,0.0,261.41063936142797
4.0,21.0,0.0,132.28534790432647
23.0,25.0,0.0,123.4883682242532
24.0,25.0,0.0,306.81023963379323
9.0,31.0,0.0,315.6072193138665
9.0,31.0,0.0,207.92141034498903
8.0,31.0,0.0,207.92141034498903
21.0,28.0,0.0,199.1244306649157
20.0,25.0,0.0,301.3507233897575
20.0,25.0,0.0,280.41930059357344
19.0,25.0,0.0,280.41930059357344
16.0,19.0,0.0,271.6223209135001
12.0,27.0,0.0,220.9624956410586
8.0,29.0,0.0,218.13309189706104
9.0,21.0,0.0,191.03480192084183
10.0,21.0,0.0,167.4732666246196
12.0,27.0,0.0,176.27024630469288
13.0,27.0,0.0,218.13309189706104
11.0,28.0,0.0,226.93007157713436
12.0,28.0,0.0,213.38092658902474
30.0,10.0,43.0,222.177906269098
27.0,25.0,2.0,471.8606591795776
32.0,30.0,0.0,349.63275265017126
27.0,20.0,0.0,406.20712861463744
20.0,24.0,6.0,321.7740864939017
30.0,23.0,1.0,299.2782691097912
23.0,9.0,4.0,364.11676579827474
28.0,28.0,14.0,257.36239827337204
8.0,11.0,5.0,416.37174122286484
27.0,32.0,4.0,137.31462896438916
31.0,22.0,2.0,385.5810475505148
31.0,27.0,1.0,372.68622825435364
26.0,17.0,9.0,389.09300296649576
24.0,22.0,5.0,335.19833803009965
21.0,16.0,9.0,322.55926193796796
12.0,3.0,4.0,287.16862525769625
12.0,3.0,4.0,136.3267355603443
19.0,2.0,5.0,136.3267355603443
4.0,5.0,8.0,197.67807609686275
17.0,3.0,5.0,89.30971545600175
2.0,8.0,11.0,184.12893110875316
10.0,1.0,11.0,95.30209065609337
10.0,1.0,11.0,137.36422749242107
33.0,2.0,59.0,137.36422749242107
3.0,2.0,6.0,526.9698376121811
3.0,3.0,5.0,60.743698363732754
4.0,3.0,5.0,60.97121558772725
2.0,3.0,5.0,69.76819526780054
1.0,4.0,6.0,52.17423590765397
0.0,3.0,5.0,51.239367747660076
0.0,4.0,5.0,34.58027654750742
